year,weekofyear,total_cases,pred_cases
2005,46,29,40.382146590743126
2005,47,22,37.85996050527283
2005,48,26,36.70716377192311
2005,49,13,25.768646308747734
2005,50,17,28.78721912624707
2005,51,8,14.00671450888326
2006,52,13,21.625752957292924
2006,1,10,18.02695771310242
2006,2,17,25.407040107999446
2006,3,19,19.288903469717223
2006,4,9,15.400684077132283
2006,5,9,17.46540623937537
2006,6,9,18.52335295022055
2006,7,3,19.489146071225182
2006,8,7,21.096683056070116
2006,9,7,16.382513338933325
2006,10,0,18.037545767812556
2006,11,2,12.521016875596901
2006,12,3,13.364291557556436
2006,13,3,12.98297427546501
2006,14,1,14.694090333911799
2006,15,3,13.795169132180963
2006,16,3,14.631156270766025
2006,17,3,14.270791537627172
2006,18,7,14.161269868009162
2006,19,3,15.415156612146308
2006,20,5,16.9368675356427
2006,21,11,20.740741741534023
2006,22,5,34.99392612153741
2006,23,5,38.18833054579723
2006,24,6,36.60192205848124
2006,25,6,37.954419509282154
2006,26,4,38.46761395504191
2006,27,4,39.84290290634647
2006,28,8,48.736884650717705
2006,29,14,38.93058809716882
2006,30,12,39.669814989749945
2006,31,16,37.17520938679746
2006,32,10,39.214268493637064
2006,33,16,44.834255458744956
2006,34,18,38.79349130139972
2006,35,15,39.81372319229669
2006,36,23,46.99723147192928
2006,37,17,48.072373126570234
2006,38,33,41.744391081507786
2006,39,15,42.25371812384635
2006,40,13,40.08948801114903
2006,41,11,41.96150718637669
2006,42,14,40.02895380870782
2006,43,17,40.942814742969816
2006,44,19,44.72249499660958
2006,45,20,41.457911338208326
2006,46,12,52.99140706340407
2006,47,21,36.67577576229593
2006,48,7,25.97671702864056
2006,49,19,18.38125727379047
2006,50,10,33.60359742913154
2006,51,13,24.137089681091723
2007,1,10,33.555187779587
2007,2,8,26.004838400093924
2007,3,21,27.79036094557512
2007,4,11,19.177648660168995
2007,5,9,14.258633051979686
2007,6,14,20.561483979301183
2007,7,14,13.925423316418664
2007,8,15,15.76457600240779
2007,9,18,13.875193758372617
2007,10,16,14.648546807934704
2007,11,12,15.04131730765585
2007,12,20,14.01968229444676
2007,13,8,13.11552471835072
2007,14,3,13.833302464810842
2007,15,13,17.863328130168387
2007,16,4,21.41079881609035
2007,17,1,12.777886103534822
2007,18,10,17.127895825665224
2007,19,8,30.867457780957597
2007,20,13,32.28312594973496
2007,21,10,31.188263052463103
2007,22,21,38.1994899764704
2007,23,18,35.94396459561817
2007,24,21,36.73456658868638
2007,25,34,38.52751722952069
2007,26,25,37.29092005803815
2007,27,34,38.73895751631741
2007,28,33,34.558232461837946
2007,29,40,40.29091480624065
2007,30,42,38.73481379481436
2007,31,36,40.19179551205682
2007,32,72,41.71954833378627
2007,33,75,38.54595746596639
2007,34,76,46.15441722850966
2007,35,92,46.25266498295719
2007,36,71,42.93789990199214
2007,37,112,41.93642082427554
2007,38,106,40.65399558308057
2007,39,101,39.86018585027293
2007,40,170,42.262848495008946
2007,41,135,40.70653809014888
2007,42,106,39.630149739512646
2007,43,68,40.04673933703274
2007,44,48,40.6190549772381
2007,45,48,36.48116305304228
2007,46,26,34.55119633156208
2007,47,33,32.60466504176792
2007,48,29,32.460450348417844
2007,49,17,32.380519502850056
2007,50,12,19.08246555056114
2007,51,13,21.32533471466427
2007,52,17,18.644874712864343
2008,1,15,25.80303652350338
2008,2,14,13.83582984802085
2008,3,15,20.614608201880483
2008,4,10,20.629891251175394
2008,5,9,14.477344371248387
2008,6,2,20.805668058920208
2008,7,6,12.674980866025413
2008,8,8,18.955457407294446
2008,9,5,19.94319890531334
2008,10,1,18.52709134139472
2008,11,2,19.442509955116265
2008,12,3,12.750243978616188
2008,13,4,18.571819684558417
2008,14,3,12.89372185737694
2008,15,1,12.40374047607337
2008,16,3,13.104476519279626
2008,17,5,19.29289419738869
