year,weekofyear,total_cases,pred_cases
2005,35,137,40.6391394330959
2005,36,131,35.87614344307924
2005,37,112,40.427490178535564
2005,38,82,36.08779269763958
2005,39,73,40.6391394330959
2005,40,43,40.6391394330959
2005,41,55,42.34952061810145
2005,42,55,40.427490178535564
2005,43,53,37.319394975962965
2005,44,46,38.71710899353001
2005,45,43,42.34952061810145
2005,46,29,37.79817388264513
2005,47,22,34.16576225807369
2005,48,26,37.319394975962965
2005,49,13,29.170501610472083
2005,50,17,29.170501610472083
2005,51,8,27.173680424574176
2006,52,13,28.23751343151738
2006,1,10,28.23751343151738
2006,2,17,29.170501610472083
2006,3,19,28.23751343151738
2006,4,9,28.23751343151738
2006,5,9,28.23751343151738
2006,6,9,28.23751343151738
2006,7,3,28.23751343151738
2006,8,7,28.23751343151738
2006,9,7,25.059768460428167
2006,10,0,28.23751343151738
2006,11,2,27.173680424574176
2006,12,3,27.173680424574176
2006,13,3,27.173680424574176
2006,14,1,27.173680424574176
2006,15,3,27.173680424574176
2006,16,3,27.173680424574176
2006,17,3,27.173680424574176
2006,18,7,27.173680424574176
2006,19,3,27.173680424574176
2006,20,5,28.106668603528878
2006,21,11,28.23751343151738
2006,22,5,34.85391050999516
2006,23,5,36.08779269763958
2006,24,6,36.196881927194525
2006,25,6,36.196881927194525
2006,26,4,34.16576225807369
2006,27,4,37.79817388264513
2006,28,8,40.427490178535564
2006,29,14,35.87614344307924
2006,30,12,37.319394975962965
2006,31,16,35.87614344307924
2006,32,10,36.08779269763958
2006,33,16,41.870741711419285
2006,34,18,37.79817388264513
2006,35,15,36.08779269763958
2006,36,23,42.34952061810145
2006,37,17,38.71710899353001
2006,38,33,36.08779269763958
2006,39,15,37.79817388264513
2006,40,13,36.08779269763958
2006,41,11,36.08779269763958
2006,42,14,36.08779269763958
2006,43,17,36.08779269763958
2006,44,19,43.993192725352635
2006,45,20,35.87614344307924
2006,46,12,42.34952061810145
2006,47,21,36.08779269763958
2006,48,7,29.92560489143434
2006,49,19,28.106668603528878
2006,50,10,32.22968690365776
2006,51,13,29.170501610472083
2007,1,10,32.22968690365776
2007,2,8,29.170501610472083
2007,3,21,28.026073517854545
2007,4,11,28.23751343151738
2007,5,9,28.616931957457894
2007,6,14,28.23751343151738
2007,7,14,27.173680424574176
2007,8,15,28.23751343151738
2007,9,18,27.173680424574176
2007,10,16,27.173680424574176
2007,11,12,27.173680424574176
2007,12,20,27.173680424574176
2007,13,8,27.173680424574176
2007,14,3,27.173680424574176
2007,15,13,28.23751343151738
2007,16,4,28.23751343151738
2007,17,1,27.173680424574176
2007,18,10,28.106668603528878
2007,19,8,37.379866514145526
2007,20,13,32.917835155579226
2007,21,10,31.4745836226955
2007,22,21,36.08779269763958
2007,23,18,36.196881927194525
2007,24,21,36.196881927194525
2007,25,34,34.27485148762864
2007,26,25,36.196881927194525
2007,27,34,36.196881927194525
2007,28,33,30.75526178676862
2007,29,40,44.40618152455493
2007,30,42,36.08779269763958
2007,31,36,44.40618152455493
2007,32,72,37.79817388264513
2007,33,75,36.196881927194525
2007,34,76,40.6391394330959
2007,35,92,40.427490178535564
2007,36,71,37.79817388264513
2007,37,112,37.79817388264513
2007,38,106,36.08779269763958
2007,39,101,36.08779269763958
2007,40,170,37.79817388264513
2007,41,135,36.08779269763958
2007,42,106,34.16576225807369
2007,43,68,36.08779269763958
2007,44,48,36.08779269763958
2007,45,48,34.151717343223645
2007,46,26,32.917835155579226
2007,47,33,32.22968690365776
2007,48,29,32.22968690365776
2007,49,17,33.94006808866331
2007,50,12,28.23751343151738
2007,51,13,29.6807649644011
2007,52,17,30.6137531433558
2008,1,15,30.6137531433558
2008,2,14,27.173680424574176
2008,3,15,28.23751343151738
2008,4,10,28.23751343151738
2008,5,9,27.173680424574176
2008,6,2,28.23751343151738
2008,7,6,27.173680424574176
2008,8,8,28.23751343151738
2008,9,5,28.23751343151738
2008,10,1,28.23751343151738
2008,11,2,28.23751343151738
2008,12,3,27.173680424574176
2008,13,4,28.23751343151738
2008,14,3,27.173680424574176
2008,15,1,27.173680424574176
2008,16,3,27.173680424574176
2008,17,5,28.23751343151738
